id,name,category,focus,ages,levels,min_players,max_players,duration_min,intensity,equipment,description,coaching_points,easier,harder,needs_basket,space,sideline_ok,supervision,game_format
PS18,Cutting and Catching (V-Cut and L-Cut),passing_shooting,passing_shooting;team_concepts,U11;U13;U14,intermediate;advanced,4,16,7,medium,balls,"Wing player makes a V-cut against a passive defender, receives on the wing and shoots or drives. Then L-cut from the block to the wing. Both sides.",Change of speed and direction; show the target hand; catch with feet ready.,No defender.,Live defender denying the catch.,yes,half_court,no,medium,
PS19,Pressure Shooting Relay,passing_shooting,passing_shooting;physical,U11;U13;U14,intermediate;advanced,6,16,7,high,balls,"Teams of 3 at one basket: player shoots, rebounds, passes to the next, sprints to touch the sideline and back in line. First team to 15 makes.",Shoot when tired with the same form; communicate.,Short range.,Longer sprint; score only counts from beyond the key.,yes,half_court,no,medium,
PS20,Passing Against Pressure Triangle,passing_shooting,passing_shooting;defense,U11;U13;U14,intermediate;advanced,6,30,6,medium,balls,"Triangle of 3 passers with a defender on the ball at all times; the passer must pivot, protect and pass away from pressure. 20 passes without a turnover.",Pivot to protect; fake high pass low; use the body.,Defender at arm's length.,Two defenders; no pivot allowed.,no,small_area,no,medium,
PS21,Baseline Drive and Kick,passing_shooting,passing_shooting;team_concepts,U13;U14,intermediate;advanced,6,16,7,medium,balls,"Wing drives baseline against a cone or passive defender, jump stops and kicks out to the opposite wing or corner for a shot. Rotate positions.",Drive to score; eyes up on the jump stop; receiver ready.,Drive and lay-up only.,Live help defender; read whether to finish or kick.,yes,half_court,no,medium,
PS22,Rapid Fire Around the Key,passing_shooting,passing_shooting,U9;U11;U13,beginner;intermediate,3,16,6,medium,2 balls per group,Groups of 3 at a basket: shooter takes shots from 5 spots around the key while 2 rebounders feed continuously; 5 shots per spot then rotate.,Get set before the catch; quick release; same routine.,Very short range.,Add a hop into the shot; count makes in 60s.,yes,half_court,no,medium,
PS23,Shooting Around the World,passing_shooting,passing_shooting;game,U9;U11;U13;U14,beginner;intermediate;advanced,2,10,7,medium,balls,Classic: make a shot from each of 7 spots in order; miss and you stay or risk going back to start. First around the world wins.,Focus; short-range shots must be automatic.,"Fewer spots, closer.",Add a time limit per shot.,yes,half_court,no,medium,
PS24,Bounce Pass Through the Gate,passing_shooting,passing_shooting;coordination,U9;U11,beginner;intermediate,4,30,5,low,cones and balls,Pairs with a gate of two cones between them; bounce passes must go through the gate; then chest passes over a cone; then moving gates.,Aim two-thirds of the way; step to the target.,Wider gate.,Narrower gate; passing off the dribble.,no,small_area,yes,low,
DF01,Defensive Stance and Slides,defense,defense;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,6,medium,cones,"Teach stance: feet wide, hips low, hands active. Slides baseline to sideline, then zig-zag slides full court with a drop step at each cone, then closeouts on the coach's call.",Never cross the feet; push off the back foot; head steady.,Shorter distance; walk the slide.,Add a ball handler to shadow.,no,full_court,no,high,
DF02,Zig-Zag 1v1 Full Court,defense,defense;ballhandling,U11;U13;U14,intermediate;advanced,4,16,8,high,balls,"Offence dribbles a zig-zag full court, defender slides and turns the dribbler at each line; live at the end for a 1v1 finish.",Stay a half step ahead; turn the dribbler; contest without fouling.,Offence at 50% speed; no finish.,Defender can steal; offence has a time limit.,yes,full_court,no,medium,
DF03,Closeout Drill,defense,defense,U11;U13;U14,intermediate;advanced,4,16,7,medium,balls,"Defender under the basket passes to a shooter at the wing and closes out: short choppy steps, hand up on the shot. Then closeout and contain a drive. Rotate.",Sprint then chop the feet; high hand; stay balanced.,Shooter does not drive.,Shooter can shoot or drive either way; defender must contest and contain.,yes,half_court,no,medium,
DF04,Shell Drill 4v4 Positions,defense,defense;team_concepts,U13;U14,intermediate;advanced,8,16,10,medium,balls,"4 offence around the perimeter passing, 4 defenders adjust: ball pressure, one pass away denial, help side. Freeze on the whistle and check positions. Then allow drives.",Jump to the ball on every pass; see the ball and your player; talk.,3v3 shell with slow passing.,Live drives and skip passes; then full 4v4.,yes,half_court,no,high,
DF05,1v1 from the Wing,defense,defense;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,8,high,balls,"Offence receives on the wing, live 1v1 with a limit of 3 dribbles. Defender tries to force the weak hand. Winner stays. Both sides.","Defence: nose on the ball, force the weak hand; offence: attack the front foot.",Defender starts with hands behind the back.,1v1 with a help defender rotating in.,yes,half_court,no,medium,
DF06,Deny and Recover,defense,defense,U11;U13;U14,intermediate;advanced,4,30,6,medium,balls,"Defender denies the wing catch against a cutter with a hand in the passing lane; passer at the top; if the catch happens, recover to a closeout stance.",Ear on the chest of the passer; hand in the lane; see both.,Cutter walks.,Live 1v1 after the catch.,no,small_area,no,medium,
DF07,Rebounding Box-Out Drill,defense,defense;physical,U11;U13;U14,beginner;intermediate;advanced,4,16,7,high,balls,"Pairs around the key; coach shoots; defenders find their player, hit and box out, then pursue the ball. Rotate offence and defence.","Contact first, then find the ball; wide base; grab with two hands and chin it.",Shadow box-out without contact.,3v3 rebounding with an outlet pass to complete.,yes,half_court,no,medium,
DF08,2v2 Help and Recover,defense,defense;team_concepts,U11;U13;U14,intermediate;advanced,4,16,8,high,balls,"Two attackers on the wings, two defenders; ball is driven middle, the help defender stops the drive and recovers on the pass. Live to a score or a stop.","Help early, recover on the pass; talk 'help' and 'ball'.",Offence walks the drive.,Add a third attacker in the corner.,yes,half_court,no,medium,
DF09,Defensive Slide Relay,defense,defense;physical,U9;U11;U13,beginner;intermediate;advanced,6,30,5,high,cones,"Teams: slide from cone to cone in a zig-zag, sprint back, tag the next player. Penalty for crossing the feet.",Low hips; hands out; quick recovery.,Shorter course.,Slide while dribbling.,no,small_area,no,medium,
DF10,3v3 Half Court Continuous,defense,defense;team_concepts;game,U11;U13;U14,intermediate;advanced,6,15,12,high,balls,3v3 half court; defence must get a stop to go on offence; new team enters after every score. Rules: no more than 2 dribbles per touch.,Communicate on every pass; box out on every shot; sprint back on defence.,"Unlimited dribbles, no time limit.",Shot clock 12 seconds; only lay-ups score.,yes,half_court,no,medium,3v3
DF11,Wall Sit and Stance Holds,defense,defense;physical,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,4,medium,none,"Stance holds 30s, wall sit 30s, slide 3 steps and hold, mirror the coach's hand movements while in stance.",Chest up; weight on the balls of the feet.,20s holds.,Hold while a partner passes a ball around you to touch.,no,small_area,yes,medium,
DF12,Take the Charge and Contest Drill,defense,defense,U13;U14,intermediate;advanced,4,16,6,medium,balls,Defender slides to the spot and establishes position as the offence drives at half speed; then contest a shot with a vertical jump without fouling.,Feet set before contact; arms straight up; absorb.,Offence walks.,Live 1v1 from the top.,yes,half_court,no,medium,
DF13,Steal the Bacon,defense,defense;game;physical,U9;U11;U13,beginner;intermediate;advanced,8,20,6,high,balls,"Two teams on opposite sidelines numbered. Coach rolls a ball to the middle and calls a number; both players sprint, the first to get it attacks the basket 1v1 against the other.",First step; secure the ball with two hands; defend with the body.,"Coach places the ball, no roll.",Call two numbers for 2v2.,yes,half_court,no,medium,
DF14,1v1 Full Court Transition Defence,defense,defense;team_concepts,U13;U14,intermediate;advanced,4,16,8,high,balls,"Offence starts at the baseline, defender at the free-throw line; offence tries to score full court, defender sprints back to stop the ball and contain.",Sprint to the level of the ball; turn the dribbler; contest.,Defender starts level with the offence.,2v1 back.,yes,full_court,no,medium,
DF15,Defensive Communication 3v3 Calls,defense,defense;team_concepts,U11;U13;U14,intermediate;advanced,6,15,8,medium,balls,"3v3 half court; every defender must call ball, deny, or help aloud on each pass; a silent possession is a point for the offence.",Loud and early; the caller owns the position.,Walking pace passes.,Add screens and require calling the screen.,yes,half_court,no,medium,3v3
DF16,Loose Ball Dives and Recovery,defense,defense;physical,U11;U13;U14,intermediate;advanced,4,30,5,high,balls,"Coach rolls a ball; player dives or sprints to secure it, gets up and passes to the coach; then two players compete for the ball.",Go hard but safe; secure with two hands; get up fast.,"No dive, just sprint.",Secure and finish a lay-up against a defender.,no,small_area,no,medium,
DF17,2v1 Defence in the Paint,defense,defense;team_concepts,U11;U13;U14,intermediate;advanced,4,16,6,medium,balls,"One defender against two attackers coming from the wings; defender must fake and delay, forcing a bad pass or contesting the finish.",Stay in the middle; fake at the ball; contest the lay-up.,Attackers must pass at least twice.,3v2.,yes,half_court,no,medium,
DF18,Sideline Slide and Sprint Circuit,defense,defense;physical,U9;U11;U13;U14,beginner;intermediate;advanced,4,30,5,high,cones,"Slide sideline to sideline, sprint baseline to half court, backpedal back, slide again. 3 rounds with 30s rest.",Stance on the slide; stay low on the transitions.,2 rounds.,Add a ball pick-up at each transition.,no,small_area,no,medium,
DF19,Post Defence Basics,defense,defense,U13;U14,intermediate;advanced,4,12,6,medium,balls,"Defender on a post player; practise fronting, three-quarter denial, and playing behind; passer feeds from the wing.",Active arm bar; feet moving with the post; box out on the shot.,No live post moves.,Live 1v1 in the post.,yes,half_court,no,high,
DF20,Trap and Rotate 2v2 Sideline,defense,defense;team_concepts,U14,advanced,6,14,8,high,balls,Two defenders trap the ball handler on the sideline; two attackers try to escape with a pass; rotate defenders on each pass.,"Trap with hands high, feet together; no reaching; rotate on the flight of the ball.","Trap only, no rotation.",3v3 press with a rotating third defender.,yes,half_court,no,high,
TC01,Spacing Concepts 5-Out,team_concepts,team_concepts;passing_shooting,U11;U13;U14,intermediate;advanced,5,15,8,medium,balls and cones,"Five spots around the perimeter marked with cones. Pass and cut, fill the empty spot, drive and kick; no defenders first, then 5v5 with 2 passes minimum.",Spacing 4-5 metres; fill the spot after a cut; eyes on the driver.,"Three spots, 3 players.",Live 5v5 with a shot clock.,yes,half_court,no,high,
TC02,2v1 Fast Break,team_concepts,team_concepts;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,6,16,8,high,balls,Two attackers versus one defender from half court; the defender starts a step ahead. Score or stop; rotate.,Attack with the dribble until the defender commits; pass early to the open teammate.,Defender is passive.,Trailing defender enters after 2 seconds.,yes,half_court,no,medium,
TC03,3v2 to 2v1 Continuous,team_concepts,team_concepts;passing_shooting;defense,U11;U13;U14,intermediate;advanced,6,15,10,high,balls,"Three attack two defenders one way; the two defenders then attack the other way against the shooter, becoming a 2v1. Continuous.",Middle player dribbles to the free-throw line and stops; wings run wide to the blocks.,"3v2 only, reset each time.",Add a trailer for 3v3.,yes,full_court,no,medium,
TC04,Transition Sprint Lanes,team_concepts,team_concepts;physical,U11;U13;U14,intermediate;advanced,5,15,7,high,balls,"Five players: rebounder outlets, wings sprint the sidelines, point receives at the wing, ball goes ahead for a lay-up; back the other way. Emphasise lanes and speed.",Wings run wide and deep; ball moves ahead by pass not dribble.,Walk through the lanes first.,Add 2 defenders getting back.,yes,full_court,no,medium,
TC05,Pass and Cut Game 3v3 No Dribble,team_concepts,team_concepts;passing_shooting,U9;U11;U13,beginner;intermediate,6,15,8,medium,balls,"3v3 half court, no dribbling allowed; players must pass and cut or replace. Score on a lay-up only.",Cut hard to the basket after every pass; replace the cutter.,2v2 no dribble.,Add a screen away option.,yes,half_court,no,medium,3v3
TC06,Give and Go / Backdoor Reads,team_concepts,team_concepts;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,7,medium,balls,"Wing and top: pass, cut for the return pass; if denied, backdoor cut. Defender plays passive then live.",Read the defender's position; cut behind if overplayed; passer reads the cut.,No defender.,Live 2v2 reads.,yes,half_court,no,medium,
TC07,Press Break Basics,team_concepts,team_concepts;passing_shooting,U13;U14,intermediate;advanced,8,15,10,medium,balls,Inbound against two defenders on the ball; use a short cut and a middle flash; ball must cross half court in 8 seconds. Add defenders progressively.,Meet the pass; middle is open; no dribbling in the corner.,Defenders passive.,Full court 5v5 press.,no,full_court,no,high,
TC08,Small-Sided 2v2 Half Court,team_concepts,team_concepts;defense;game,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,10,high,balls,"2v2 half court, make it take it; must pass at least once before a shot. Emphasise spacing and give and go.",Space the floor; cut when your partner drives; talk on defence.,Defence hands behind the back for 3 seconds.,Only lay-ups count; 10 second shot clock.,yes,half_court,no,medium,2v2
TC09,Screen and Roll Introduction,team_concepts,team_concepts;passing_shooting,U13;U14,intermediate;advanced,4,16,8,medium,balls,Pairs: ball screen on the wing; ball handler comes off shoulder to shoulder; screener rolls or pops. Add a defender on the ball.,"Screener wide base, arms in; handler reads the defence; roller shows hands.",No defenders.,Live 2v2 with help defence.,yes,half_court,no,high,
TC10,Zone Offence Basics: Gap Attack,team_concepts,team_concepts;passing_shooting,U13;U14,intermediate;advanced,8,15,10,medium,balls,"Against a 2-3 zone shell: attack the gaps with the dribble, pass into the high post, skip pass. 5 players on offence, 5 on defence in the zone.",Attack gaps to draw two; move the ball quickly; look inside first.,3v3 with a triangle shell.,Live 5v5 with shot clock.,yes,half_court,no,high,
TC11,Numbers Advantage Game (3v2 to 5v4),team_concepts,team_concepts;game,U11;U13;U14,intermediate;advanced,8,16,10,high,balls,Coach calls a number; that many players attack against one fewer defender from half court. Score in 10 seconds or turnover.,Find the open player quickly; defenders protect the basket first.,Longer time limit.,Even numbers.,yes,half_court,no,medium,3v3;4v4;5v5
TC12,Read the Defender: Drive or Pass,team_concepts,team_concepts;ballhandling,U11;U13;U14,intermediate;advanced,4,16,7,medium,balls,"Ball handler at the top, teammate on the wing, one defender who chooses to guard the handler or the wing; the handler reads and drives or passes.",Eyes on the defender; decide with the first step.,Defender announces the choice.,"Two defenders, three attackers.",yes,half_court,no,medium,
TC13,Baseline Inbound Plays,team_concepts,team_concepts,U11;U13;U14,intermediate;advanced,5,15,7,low,balls,"Teach one simple inbound set: box or stack; practise walk-through, then live against defence.",Inbounder reads; screens set legally; second option ready.,Walk through only.,Live 5v5 with a counter.,yes,half_court,no,high,
TC14,Full Court 3v3 Transition Game,team_concepts,team_concepts;defense;game,U11;U13;U14,intermediate;advanced,6,15,12,high,balls,3v3 full court; after a score the defence inbounds and attacks fast. Points doubled for a lay-up within 6 seconds.,Sprint on the change of possession; outlet quickly; fill the lanes.,Half court 3v3.,Add a fourth trailer.,yes,full_court,no,medium,3v3
TC15,Cutting Off the Ball 4v4 No Dribble,team_concepts,team_concepts;passing_shooting,U13;U14,intermediate;advanced,8,16,10,medium,balls,"4v4 half court, no dribbling; players must use V-cuts, backdoors and screens away to get open. Score only after 4 passes.",Move on every pass; screen and cut; passers fake.,3v3.,Add 2 dribbles allowed after the 4th pass.,yes,half_court,no,medium,4v4
TC16,Zone Defence Shell 2-3 Basics,team_concepts,team_concepts;defense,U13;U14,intermediate;advanced,8,15,9,medium,balls,"Teach the 2-3 zone positions; offence passes around, defenders shift together on each pass; freeze and check; then live.",Move on the flight of the ball; hands up; talk.,3 defenders in a triangle.,Live offence attacking gaps.,yes,half_court,no,high,
GM01,Knockout,game,game;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,4,20,6,medium,2 balls,Line at the free throw line (or closer for U9). First two players have balls; make before the player behind you or you are out; rebound and pass to the next.,Quick lay-ups after a miss; stay calm.,Start closer; two lives.,Spot moves back after each round.,yes,half_court,no,medium,
GM02,Dribble Tag Full Court,game,game;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,6,high,1 ball each,All players dribble in the half court; 2 taggers with balls try to tag others while dribbling; tagged become taggers. Last one free wins.,Eyes up; protect the ball; change speed.,Walking.,Weak hand only.,no,small_area,no,medium,
GM03,Scramble 3v3 Numbers Game,game,game;team_concepts;defense,U11;U13;U14,intermediate;advanced,6,15,10,high,balls,"Three teams of 3 at one basket; winner stays, new team on defence must sprint in as the ball is inbounded. First team to 5 baskets.",Get organised fast; talk; box out.,2v2.,Losers do 5 push-ups.,yes,half_court,no,medium,3v3
GM04,Around the World Team Relay,game,game;passing_shooting,U9;U11;U13,beginner;intermediate;advanced,6,20,7,medium,balls,"Teams of 3-4: each team must make a shot from 5 spots, one player at a time; first team around wins.",Rebound your own miss; quick release; cheer.,Closer spots.,Must make 2 per spot.,yes,half_court,no,medium,
GM05,King of the Court 1v1,game,game;defense;ballhandling,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,8,high,balls,"1v1 half court, winner stays on as king; limit of 3 dribbles; challengers line up. Rotate baskets for more players.",Attack the front foot; defence forces the weak hand.,"5 dribbles, no score keeping.",1 dribble only.,yes,half_court,no,medium,
GM06,Sharks and Minnows Dribble,game,game;ballhandling,U9;U11,beginner;intermediate,6,30,5,high,1 ball each,Minnows dribble from baseline to baseline; sharks in the middle try to knock the ball away or tag; caught minnows become sharks.,Head up; change direction; protect the ball.,Sharks walk.,Weak hand only.,no,full_court,no,medium,
GM07,Four Corners Passing Race,game,game;passing_shooting,U9;U11;U13,beginner;intermediate,8,30,6,medium,balls,Two teams each in a square of 4 cones; pass around the square; first team to 20 passes wins; drop a pass and restart.,Sharp passes; ready hands; call the name.,"Slower, walking passes.",Two balls in each square.,no,small_area,no,medium,
GM08,Capture the Ball,game,game;physical;coordination,U9;U11;U13,beginner;intermediate;advanced,8,30,8,high,balls and cones,"Two teams, two half courts; balls in each team's zone; players sprint to steal balls from the other zone and dribble them back; tagged in enemy territory means a return to base.",Sprint and decelerate safely; dribble with control when carrying.,No tagging.,Only weak hand dribbling.,no,full_court,no,medium,
GM09,Ultimate Basketball,game,game;team_concepts;passing_shooting,U11;U13;U14,intermediate;advanced,8,16,10,high,1 ball,"Full court, no dribbling, no travelling; score by completing a pass to a teammate in the key or a lay-up. Turnover on a dropped pass.",Move to space; pass ahead; talk.,Allow 2 dribbles.,Only bounce passes allowed.,yes,full_court,no,medium,
GM10,Hunger Games Rebounding,game,game;defense;physical,U11;U13;U14,intermediate;advanced,6,15,6,high,balls,Coach shoots; 3 players fight for the rebound; the one who secures it attacks 1v2 to score; others box out and defend.,Pursue the ball with two hands; go up strong.,2 players.,Must score within 5 seconds.,yes,half_court,no,medium,
GM11,Team Free Throw Challenge,game,game;passing_shooting,U11;U13;U14,beginner;intermediate;advanced,4,20,6,low,balls,Team must make a target of free throws consecutively (e.g. 5); a miss resets. Each miss adds a sprint at the end.,Routine; breathe; support teammates.,Target 3; closer line.,Every player must make one in a row.,yes,half_court,no,medium,
GM12,Musical Chairs Dribbling,game,game;ballhandling;coordination,U9;U11,beginner;intermediate,6,30,5,medium,1 ball each and cones,Players dribble around a circle of cones (one fewer than players); on the whistle they sprint to a cone with the ball; the player without a cone does 5 crossovers and rejoins.,Eyes up; control the stop.,Same number of cones.,Two balls each.,no,small_area,no,medium,
CD01,Cool-Down Stretch and Reflection,cooldown,physical,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,5,low,none,"Light jog, then static stretches: calves, hamstrings, quads, hip flexors, shoulders, 20s each. Circle: each player names one thing they did well and one to improve.",Slow breathing; no bouncing in the stretch; positive words.,Fewer stretches.,Add a foam roller station.,no,small_area,yes,low,
CD02,Partner Stretch and Team Talk,cooldown,physical,U11;U13;U14,beginner;intermediate;advanced,2,30,5,low,none,"Partners assist stretches: hamstring, hip, shoulder; then the coach reviews the practice theme and asks two questions about what was learned.",Communicate the stretch intensity; listen.,Individual stretches.,Add breathing exercise 2 minutes.,no,small_area,yes,medium,
CD03,Free Throws and Cool-Down,cooldown,physical;passing_shooting,U11;U13;U14,beginner;intermediate;advanced,2,20,5,low,balls,"Two free throws each in pairs while heart rate settles, then stretch circle.",Same routine every shot.,Closer line.,Make one to leave.,yes,half_court,no,medium,
CD04,Cool-Down Yoga Flow,cooldown,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,5,low,mats optional,"Simple flow: child pose, cat-cow, downward dog, low lunge each side, pigeon each side, seated twist, lying breathing.",Slow; hold 20-30s; breathe.,Fewer poses.,Hold 45s.,no,small_area,yes,low,
CD05,Walk and Talk Cool-Down,cooldown,physical,U9;U11;U13;U14,beginner;intermediate;advanced,2,30,4,low,none,"Walk two laps together with a partner discussing the best moment of practice, then a short group stretch.",Encourage everyone to speak.,One lap.,Each pair shares one thing with the group.,no,small_area,no,medium,
CD06,Balance and Breathing Cool-Down,cooldown,physical;coordination,U9;U11;U13;U14,beginner;intermediate;advanced,1,30,4,low,none,"Single-leg balance 30s each side with slow breathing; then lie down, 2 minutes of belly breathing; then stretch calves and hips.",Calm; eyes on a point.,Hold on to a partner.,Eyes closed.,no,small_area,yes,low,
OF01,Pass and Cut Motion 3v0 to 3v3,offense,offense;team_concepts,U9;U11;U13;U14,beginner;intermediate;advanced,6,16,10,medium,balls,"Three players around the arc. Pass, basket cut, fill the empty spot; 5 passes then a lay-up. Progress to 3v3 with passive then live defence, scoring only after a cut.",Cut hard and to the rim; replace the cutter; catch ready to shoot or drive.,"3v0 only, walking cuts.","Live 3v3, shot clock 10 seconds.",yes,half_court,no,medium,
OF02,Drive and Kick Reads 2v2,offense,offense;passing_shooting,U11;U13;U14,intermediate;advanced,4,16,8,medium,balls,"Wing drives the gap; the other attacker relocates (fill behind or slide to the corner). Driver reads: finish, kick to the relocated teammate, or reset. Defence passive then live.",Drive to score first; eyes up on the jump stop; relocate away from the drive.,No defence; coach calls the read.,Live 2v2 with a help defender.,yes,half_court,no,medium,
OF03,Give and Go / Backdoor Half Court 2v2,offense,offense;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,4,16,8,medium,balls,"Top and wing. Pass, cut to the rim for the return; if the defender denies the return pass, backdoor cut. Rotate roles; both sides.",Read the defender before cutting; show a target hand; passer fakes before the pass.,Defence with hands behind the back.,"Live 2v2, must score off a cut.",yes,half_court,no,medium,
OF04,Dribble Hand-Off and Attack 2v2,offense,offense;ballhandling,U11;U13;U14,intermediate;advanced,4,16,8,medium,balls,"Wing dribbles at the top player and hands off; the receiver attacks downhill, the passer rolls or spaces to the corner. Then live 2v2.",Hand-off shoulder to shoulder; receiver attacks immediately; passer protects the hand-off with the body.,No defence.,Defence may switch; read the switch.,yes,half_court,no,medium,
OF05,Screen Away and Curl 3v3,offense,offense;team_concepts,U13;U14,intermediate;advanced,6,15,10,medium,balls,"Ball at the wing; opposite wing screens away for the corner player who curls, flares or cuts back based on the defender. Passer reads and delivers. Live 3v3 after 5 reps.","Screener: wide base, hold; cutter: wait for the screen, read the defender; passer: pass to the read.",Cutter always curls.,Screener slips when the defence jumps early.,yes,half_court,no,medium,
OF06,Post Entry and Cut Through 3v3,offense,offense;passing_shooting,U13;U14,intermediate;advanced,6,15,8,medium,balls,"Wing feeds the post; passer cuts through to the opposite corner, top player fills the wing. Post scores or kicks out. Live against 3 defenders.",Post: seal and show a target; passer: feed away from the defender then cut hard; spacing after the entry.,No defender on the post.,Post must make a decision within 2 seconds.,yes,half_court,no,medium,
OF07,"5-Out Spacing Game (Pass, Cut, Fill)",offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,8,15,10,medium,balls and cones,"Five spots on the arc. Rules: pass and basket-cut, everyone fills one spot over; drive on a catch if the lane is open. 5v5 with defence passive, then live with a 3-pass minimum.",Space 4-5 metres; fill immediately; drive only against a closeout.,5v0 walk-through.,"Live 5v5, points doubled for a lay-up off a cut.",yes,half_court,no,medium,
OF08,Pick and Roll Reads 2v2 to 3v3,offense,offense;team_concepts,U13;U14,intermediate;advanced,4,16,10,medium,balls,"Ball screen on the wing; handler reads under/over, screener rolls or pops; add a third attacker in the corner for the kick-out read. Defence progressively live.","Handler waits for the screen, two dribbles off it, eyes on the help; screener rolls to the rim with hands ready.","No defence, coach calls the coverage.",Defence varies coverage each rep.,yes,half_court,no,medium,
OF09,Closeout Attack 1v1 from a Pass,offense,offense;ballhandling,U11;U13;U14,intermediate;advanced,4,16,8,high,balls,"Defender starts under the basket, passes to the attacker on the wing and closes out. Attacker reads the closeout: shoot, straight drive, or one-dribble pull-up. 3 dribbles max.",Catch ready; read the defender's feet; attack the front foot in one move.,Defender closes out slowly with hands down.,Add a help defender; must finish in 4 seconds.,yes,half_court,no,medium,
OF10,Outlet and Fill the Lanes 5v0,offense,offense;team_concepts,U11;U13;U14,beginner;intermediate;advanced,5,30,8,high,balls,"Coach shoots; rebounder outlets to the wing, point receives in the middle, wings sprint wide to the corners, trailer to the top. Finish with a lay-up or kick-out; come back the other way. Waves of 5.",Outlet with a two-hand overhead pass; wings run wide and deep; ball in the middle by the free-throw line.,Walk through the lanes.,Two defenders sprint back.,yes,full_court,no,medium,
OF11,2v1 Transition Continuous,offense,offense;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,8,high,balls,"Two attackers vs one defender full court; the defender and the shooter then attack the other way against a new defender. Continuous, groups rotate quickly.","Attack the defender with the dribble, pass when she commits; wing runs wide and finishes with the outside hand.",Defender jogs.,Trailing defender enters after 2 seconds.,yes,full_court,no,medium,
OF12,3v2 Transition to Secondary Break,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,8,30,10,high,balls,"Three attack two defenders; if no lay-up in 5 seconds, flow into the secondary break: ball reversal, corner fill, trailer to the top. Then 2v1 back.",Middle player stops at the free-throw line; wings to the blocks then corners; keep the ball moving if the first look is closed.,3v2 only.,Add a trailer for 4v3.,yes,full_court,no,medium,
OF13,"Advantage Transition Game (3v2, 4v3, 5v4)",offense,offense;game,U11;U13;U14,intermediate;advanced,8,30,10,high,balls,"Coach calls a number; that many attackers go full court against one fewer defender, must score in 8 seconds. Defence then attacks the other way with a new number.",Find the open teammate early; attack with the ball in the middle; sprint on the change of possession.,"10 seconds, no defence for the first 3 seconds.",Even numbers on the return.,yes,full_court,no,medium,
OF14,Rebound-Outlet-Go 3v3 Full Court,offense,offense;team_concepts,U11;U13;U14,intermediate;advanced,6,15,10,high,balls,3v3 full court; every possession starts with a rebound or a made basket followed by a quick outlet. Points doubled for a score within 6 seconds.,Outlet before the defence recovers; run wide; the trailer is the second option.,Half court 3v3 with an outlet to the coach.,Add a fourth trailer.,yes,full_court,no,medium,3v3
OF15,Pitch Ahead Full Court Passing,offense,offense;passing_shooting,U9;U11;U13;U14,beginner;intermediate;advanced,6,30,7,high,balls,"Three lines: rebounder, wing, sprinter. Rebounder outlets to the wing, wing pitches the ball ahead to the sprinter for a lay-up; rotate lines. Both sides.","Pass ahead of the runner; catch in stride, no dribble if possible; finish strong.",Pass to a stationary target.,A defender chases the sprinter.,yes,full_court,no,medium,
OF16,Early Offense Flow into Half Court,offense,offense;team_concepts,U13;U14,advanced,10,15,10,medium,balls,"5v5 from a coach's miss: run the break; if nothing in the first 7 seconds, flow into the half-court spacing without stopping the ball. Coach freezes play to check spacing.",No pause between the break and the half-court offence; ball reversal; corners filled.,Defence passive on the first possession.,Shot clock 14 seconds.,yes,full_court,no,medium,5v5
GM13,2v2 Continuous Rotation (mini basketball),game,game;offense;defense,U9;U11,beginner;intermediate,4,12,10,high,balls,"Three pairs at a basket: 2v2, winner stays, new pair enters on defence. Rules: at least one pass before a shot; only lay-ups score 2, others 1.",Pass and cut; talk on defence; hustle back.,No steals allowed for beginners.,Score only after a give-and-go.,yes,half_court,no,medium,2v2
GM14,3v3 Half Court with Rules,game,game;offense;defense,U9;U11;U13;U14,beginner;intermediate;advanced,6,15,12,high,balls,"Three teams of 3 at a basket, winner stays. Rotating rule each round: no dribble; 3 passes minimum; score only off a cut; every player must touch the ball.",Coach only the rule of the round; let them play; box out every shot.,"Unlimited dribbles, no rule.",12-second shot clock.,yes,half_court,no,medium,3v3
GM15,4v4 Half Court Constraint Game,game,game;offense;defense;team_concepts,U11;U13;U14,intermediate;advanced,8,16,12,high,balls,4v4 make-it-take-it at a basket; a third group of 4 rotates in on defence after each score. Constraints: a screen must be used before a shot; or drive-and-kick only.,Spacing 4 wide; screen and cut; help and recover.,No constraint.,Points only from the paint or after a skip pass.,yes,half_court,no,medium,4v4
